Date,Open,High,Low,Close,Adj Close,Volume
2002-01-01,1183.150024,1211.189941,1137.250000,1153.099976,1153.099976,0
2002-02-01,1154.050049,1161.150024,1121.630005,1144.459961,1144.459961,0
2002-03-01,1144.109985,1209.650024,1144.109985,1163.630005,1163.630005,0
2002-04-01,1163.630005,1164.579956,1126.719971,1137.839966,1137.839966,0
2002-05-01,1149.670044,1156.180054,1095.719971,1099.739990,1099.739990,0
2002-06-01,1100.329956,1100.800049,1029.219971,1031.949951,1031.949951,0
2002-07-01,1031.949951,1047.560059,937.059998,1039.640015,1039.640015,0
2002-08-01,1039.640015,1072.530029,1001.299988,1022.359985,1022.359985,0
2002-09-01,1022.239990,1022.950012,927.239990,927.469971,927.469971,0
2002-10-01,925.340027,965.219971,885.710022,958.590027,958.590027,0
2002-11-01,959.179993,981.309998,940.840027,960.359985,960.359985,0
2002-12-01,960.359985,1013.369995,950.900024,1000.000000,1000.000000,0
2003-01-01,1000.000000,1040.119995,978.969971,1001.989990,1001.989990,0
2003-02-01,1001.989990,1021.500000,993.289978,1014.940002,1014.940002,0
2003-03-01,1016.380005,1035.469971,1003.599976,1009.130005,1009.130005,0
2003-04-01,1009.130005,1164.750000,1005.669983,1163.959961,1163.959961,0
2003-05-01,1166.989990,1244.790039,1156.040039,1231.010010,1231.010010,0
2003-06-01,1231.630005,1287.140015,1209.819946,1228.119995,1228.119995,0
2003-07-01,1228.119995,1321.380005,1228.119995,1321.380005,1321.380005,0
2003-08-01,1321.380005,1405.359985,1308.670044,1369.619995,1369.619995,0
2003-09-01,1370.020020,1436.119995,1342.319946,1430.489990,1430.489990,0
2003-10-01,1430.420044,1593.890015,1430.420044,1515.959961,1515.959961,0
2003-11-01,1516.819946,1518.589966,1372.069946,1458.339966,1458.339966,0
2003-12-01,1458.339966,1490.709961,1432.040039,1484.800049,1484.800049,0
2004-01-01,1484.800049,1491.160034,1405.650024,1408.859985,1408.859985,0
2004-02-01,1408.859985,1544.569946,1401.180054,1543.079956,1543.079956,0
2004-03-01,1543.239990,1573.939941,1416.719971,1458.900024,1458.900024,0
2004-04-01,1458.400024,1509.500000,1427.619995,1430.599976,1430.599976,0
2004-05-01,1430.839966,1447.209961,1357.530029,1428.800049,1428.800049,0
2004-06-01,1428.800049,1486.020020,1396.310059,1482.979980,1482.979980,0
2004-07-01,1482.979980,1523.829956,1472.680054,1520.849976,1520.849976,0
2004-08-01,1520.849976,1635.780029,1517.030029,1631.410034,1631.410034,0
2004-09-01,1631.410034,1718.130005,1581.439941,1707.020020,1707.020020,0
2004-10-01,1707.020020,1778.969971,1660.630005,1768.199951,1768.199951,0
2004-11-01,1768.199951,1790.760010,1720.390015,1790.469971,1790.469971,0
2004-12-01,1790.469971,1827.369995,1769.550049,1801.239990,1801.239990,0
2005-01-01,1797.060059,1813.739990,1707.099976,1809.880005,1809.880005,0
2005-02-01,1809.880005,1901.699951,1801.089966,1895.199951,1895.199951,0
2005-03-01,1895.199951,2148.010010,1891.020020,1961.689941,1961.689941,0
2005-04-01,1961.689941,2020.170044,1935.209961,1956.979980,1956.979980,0
2005-05-01,1958.270020,2005.400024,1921.530029,1968.780029,1968.780029,0
2005-06-01,1968.719971,2094.810059,1968.719971,2056.840088,2056.840088,0
2005-07-01,2056.840088,2183.219971,2045.609985,2175.060059,2175.060059,0
2005-08-01,2175.540039,2219.939941,2076.250000,2086.250000,2086.250000,0
2005-09-01,2086.320068,2169.919922,1930.969971,2152.820068,2152.820068,0
2005-10-01,2152.820068,2201.370117,2038.930054,2072.639893,2072.639893,0
2005-11-01,2072.639893,2095.969971,1965.180054,2027.609985,2027.609985,0
2005-12-01,2028.500000,2059.669922,1932.369995,1964.469971,1964.469971,0
2006-01-01,1965.390015,2132.389893,1938.189941,2118.459961,2118.459961,0
2006-02-01,2118.459961,2178.379883,1992.869995,2166.840088,2166.840088,0
2006-03-01,2165.790039,2193.909912,2106.060059,2181.959961,2181.959961,0
2006-04-01,2182.090088,2229.199951,2125.350098,2201.560059,2201.560059,0
2006-05-01,2202.310059,2252.840088,2112.040039,2156.530029,2156.530029,0
2006-06-01,2156.590088,2175.120117,1954.040039,2126.020020,2126.020020,0
2006-07-01,2126.020020,2148.810059,2039.579956,2131.580078,2131.580078,0
2006-08-01,2132.620117,2209.449951,2107.870117,2206.370117,2206.370117,0
2006-09-01,2206.370117,2290.939941,2183.919922,2280.479980,2280.479980,0
2006-10-01,2280.479980,2398.669922,2263.850098,2380.260010,2380.260010,0
2006-11-01,2380.260010,2564.040039,2341.810059,2559.669922,2559.669922,0
2006-12-01,2561.120117,2721.419922,2553.989990,2693.219971,2693.219971,0
2007-01-01,2693.939941,2900.310059,2681.780029,2895.280029,2895.280029,0
2007-02-01,2895.459961,3122.189941,2720.760010,2811.620117,2811.620117,0
2007-03-01,2808.040039,2981.270020,2759.479980,2929.000000,2929.000000,0
2007-04-01,2929.000000,3172.300049,2928.139893,3161.219971,3161.219971,0
2007-05-01,3162.780029,3288.729980,3098.520020,3279.530029,3279.530029,0
2007-06-01,3279.600098,3472.870117,3225.050049,3470.179932,3470.179932,0
2007-07-01,3470.770020,3505.580078,3260.580078,3340.429932,3340.429932,0
2007-08-01,3340.429932,3344.540039,2883.199951,3310.139893,3310.139893,0
2007-09-01,3310.489990,3328.100098,3110.330078,3249.000000,3249.000000,0
2007-10-01,3249.330078,3512.189941,3202.139893,3451.179932,3451.179932,0
2007-11-01,3448.070068,3451.060059,3017.419922,3204.469971,3204.469971,0
2007-12-01,3204.469971,3312.580078,2909.989990,3051.830078,3051.830078,0
2008-01-01,3052.429932,3055.500000,2369.060059,2788.340088,2788.340088,0
2008-02-01,2788.050049,2949.010010,2706.020020,2836.830078,2836.830078,0
2008-03-01,2836.830078,2905.250000,2703.060059,2902.020020,2902.020020,0
2008-04-01,2902.020020,3089.679932,2893.340088,2989.409912,2989.409912,0
2008-05-01,2989.409912,3113.929932,2883.620117,3048.850098,3048.850098,0
2008-06-01,3048.850098,3107.500000,2969.899902,2999.899902,2999.899902,0
2008-07-01,2999.899902,3030.209961,2723.739990,3014.800049,3014.800049,0
2008-08-01,3014.800049,3022.360107,2814.810059,2895.209961,2895.209961,0
2008-09-01,2895.209961,2899.260010,2625.750000,2753.310059,2753.310059,0
2008-10-01,2753.310059,2778.919922,2017.790039,2489.590088,2489.590088,0
2008-11-01,2489.590088,2641.469971,2366.909912,2406.260010,2406.260010,0
2008-12-01,2406.260010,2409.679932,2274.090088,2376.419922,2376.419922,0
2009-01-01,2376.419922,2579.949951,2375.870117,2549.459961,2549.459961,0
2009-02-01,2549.459961,2707.030029,2464.919922,2468.629883,2468.629883,0
2009-03-01,2468.629883,2569.899902,2292.330078,2478.939941,2478.939941,0
2009-04-01,2478.939941,2736.760010,2223.219971,2670.780029,2670.780029,0
2009-05-01,2670.780029,3137.889893,2670.780029,3100.419922,3100.419922,0
2009-06-01,3100.419922,3266.449951,3017.280029,3090.500000,3090.500000,0
2009-07-01,3090.500000,3269.939941,3059.550049,3226.199951,3226.199951,0
2009-08-01,3226.199951,3314.439941,3172.679932,3175.179932,3175.179932,0
2009-09-01,3175.179932,3378.060059,3114.010010,3372.870117,3372.870117,0
2009-10-01,3372.870117,3512.169922,3303.179932,3314.449951,3314.449951,0
2009-11-01,3314.449951,3406.139893,3168.070068,3255.320068,3255.320068,0
2009-12-01,3255.320068,3582.979980,3255.320068,3581.419922,3581.419922,0
2010-01-01,3581.419922,3819.310059,3566.870117,3808.959961,3808.959961,0
2010-02-01,3808.959961,3868.090088,3689.250000,3827.439941,3827.439941,0
2010-03-01,3827.439941,3839.989990,3689.689941,3763.120117,3763.120117,0
2010-04-01,3763.120117,3869.090088,3763.120117,3865.449951,3865.449951,0
2010-05-01,3865.449951,3895.370117,3704.580078,3886.860107,3886.860107,0
2010-06-01,3886.860107,4151.399902,3829.169922,4065.290039,4065.290039,0
2010-07-01,4065.290039,4394.450195,4022.030029,4364.149902,4364.149902,0
2010-08-01,4364.149902,4543.919922,4156.399902,4525.009766,4525.009766,0
2010-09-01,4525.009766,4848.870117,4525.009766,4795.379883,4795.379883,0
2010-10-01,4795.379883,4920.040039,4665.660156,4912.529785,4912.529785,0
2010-11-01,4912.529785,5047.000000,4870.180176,4956.959961,4956.959961,0
2010-12-01,4956.959961,5020.379883,4824.109863,4927.529785,4927.529785,0
2011-01-01,4927.529785,5048.129883,4636.620117,4673.069824,4673.069824,0
2011-02-01,4673.069824,4737.839844,4216.029785,4444.569824,4444.569824,0
2011-03-01,4444.569824,4633.470215,4223.459961,4624.470215,4624.470215,0
2011-04-01,4624.470215,4825.109863,4610.049805,4822.500000,4822.500000,0
2011-05-01,4826.009766,4884.919922,4514.879883,4847.870117,4847.870117,0
2011-06-01,4847.870117,4881.859863,4525.819824,4795.279785,4795.279785,0
2011-07-01,4795.279785,4811.810059,4392.180176,4425.979980,4425.979980,0
2011-08-01,4425.979980,4501.459961,3766.070068,4288.319824,4288.319824,0
2011-09-01,4288.319824,4320.750000,3752.060059,3888.580078,3888.580078,0
2011-10-01,3888.580078,4334.470215,3600.419922,4327.250000,4327.250000,0
2011-11-01,4264.060059,4391.750000,3955.550049,4161.290039,4161.290039,0
2011-12-01,4161.290039,4222.109863,4084.439941,4177.529785,4177.529785,0
2012-01-01,4178.250000,4282.729980,4018.459961,4260.750000,4260.750000,0
2012-02-01,4260.970215,4553.540039,4260.970215,4535.600098,4535.600098,0
2012-03-01,4535.600098,4690.959961,4454.859863,4671.279785,4671.279785,0
2012-04-01,4671.279785,4696.669922,4495.080078,4585.770020,4585.770020,0
2012-05-01,4586.459961,4591.149902,4154.359863,4318.160156,4318.160156,0
2012-06-01,4318.160156,4403.569824,4198.729980,4400.100098,4400.100098,0
2012-07-01,4401.120117,4428.689941,3761.399902,4227.560059,4227.560059,0
2012-08-01,4229.629883,4291.220215,4112.299805,4155.680176,4155.680176,0
2012-09-01,4153.270020,4237.959961,4103.689941,4230.419922,4230.419922,0
2012-10-01,4231.250000,4324.080078,4214.330078,4266.350098,4266.350098,0
2012-11-01,4266.410156,4279.359863,4103.669922,4139.990234,4139.990234,0
2012-12-01,4139.700195,4305.669922,4123.089844,4301.379883,4301.379883,0
2013-01-01,4271.950195,4554.959961,4271.950195,4552.399902,4552.399902,0
2013-02-01,4550.589844,4618.589844,4458.729980,4558.459961,4558.459961,0
2013-03-01,4555.990234,4600.890137,4228.890137,4432.140137,4432.140137,0
2013-04-01,4429.770020,4439.910156,4212.390137,4292.140137,4292.140137,0
2013-05-01,4295.500000,4367.020020,4122.939941,4191.259766,4191.259766,0
2013-06-01,4188.939941,4210.419922,3723.889893,4029.669922,4029.669922,0
2013-07-01,4029.669922,4038.350098,3708.659912,3732.540039,3732.540039,0
2013-08-01,3732.540039,3855.889893,3531.179932,3628.729980,3628.729980,0
2013-09-01,3628.729980,4414.609863,3513.989990,3823.850098,3823.850098,0
2013-10-01,3823.850098,3940.550049,3774.719971,3912.439941,3912.439941,0
2013-11-01,3915.850098,3941.419922,3667.320068,3789.060059,3789.060059,0
2013-12-01,3783.350098,3783.790039,3642.439941,3699.189941,3699.189941,0
2014-01-01,3704.159912,3728.870117,3369.629883,3439.409912,3439.409912,0
2014-02-01,3442.669922,3722.860107,3383.639893,3718.879883,3718.879883,0
2014-03-01,3720.030029,3786.729980,3607.260010,3772.760010,3772.760010,0
2014-04-01,3782.100098,3918.909912,3757.820068,3909.639893,3909.639893,0
2014-05-01,3910.379883,3972.550049,3867.449951,3903.810059,3903.810059,0
2014-06-01,3903.810059,3945.179932,3823.590088,3875.729980,3875.729980,0
2014-07-01,3875.729980,3985.850098,3858.780029,3875.439941,3875.439941,0
2014-08-01,3875.439941,3999.260010,3874.629883,3996.629883,3996.629883,0
2014-09-01,3997.149902,4120.169922,3915.199951,3943.560059,3943.560059,0
2014-10-01,3943.560059,3954.320068,3751.729980,3850.969971,3850.969971,0
2014-11-01,3851.100098,4005.780029,3847.129883,3991.780029,3991.780029,0
2014-12-01,3991.780029,3994.639893,3717.219971,3850.959961,3850.959961,0
2015-01-01,3852.209961,3900.739990,3725.669922,3836.729980,3836.729980,0
