Date,Open,High,Low,Close,Adj Close,Volume
2015-02-01,3839.790039,4037.870117,3808.709961,3983.719971,3983.719971,0
2015-03-01,3983.719971,3991.510010,3824.989990,3916.919922,3916.919922,0
2015-04-01,3916.919922,4133.669922,3908.409912,4043.449951,4043.449951,0
2015-05-01,4055.889893,4148.229980,4012.050049,4045.620117,4045.620117,0
2015-06-01,4038.520020,4042.929932,3847.939941,3897.100098,3897.100098,0
2015-07-01,3898.229980,3926.969971,3752.000000,3870.350098,3870.350098,0
2015-08-01,3867.439941,3893.610107,3541.790039,3840.209961,3840.209961,0
2015-09-01,3838.840088,3845.600098,3647.959961,3685.179932,3685.179932,0
2015-10-01,3685.179932,3943.600098,3662.270020,3827.989990,3827.989990,0
2015-11-01,3827.989990,3902.739990,3643.989990,3655.300049,3655.300049,0
2015-12-01,3657.899902,3697.830078,3490.340088,3680.209961,3680.209961,0
2016-01-01,3678.320068,3713.750000,3418.770020,3705.919922,3705.919922,0
2016-02-01,3702.709961,3774.020020,3573.129883,3715.840088,3715.840088,0
2016-03-01,3717.679932,3978.959961,3713.479980,3937.489990,3937.489990,0
2016-04-01,3937.199951,4084.610107,3866.419922,4002.070068,4002.070068,0
2016-05-01,4008.840088,4027.320068,3926.939941,3934.709961,3934.709961,0
2016-06-01,3938.929932,4036.959961,3847.189941,3995.909912,3995.909912,0
2016-07-01,3995.649902,4161.419922,3992.020020,4117.470215,4117.470215,0
2016-08-01,4117.470215,4183.350098,4081.010010,4119.279785,4119.279785,0
2016-09-01,4123.259766,4150.330078,4006.689941,4015.250000,4015.250000,0
2016-10-01,4015.260010,4321.020020,4014.050049,4289.779785,4289.779785,0
2016-11-01,4290.430176,4484.160156,4101.189941,4207.240234,4207.240234,0
2016-12-01,4210.470215,4276.450195,4028.610107,4151.390137,4151.390137,0
2017-01-01,4150.520020,4315.109863,4141.540039,4199.500000,4199.500000,0
2017-02-01,4202.500000,4384.750000,4202.109863,4359.879883,4359.879883,0
2017-03-01,4364.500000,4877.000000,4359.770020,4783.419922,4783.419922,0
2017-04-01,4786.140137,4904.810059,4772.529785,4795.129883,4795.129883,0
2017-05-01,4796.689941,4911.459961,4769.709961,4855.750000,4855.750000,0
2017-06-01,4855.879883,4920.009766,4717.799805,4747.240234,4747.240234,0
2017-07-01,4749.569824,5082.459961,4740.879883,5064.620117,5064.620117,0
2017-08-01,5062.500000,5194.080078,5020.259766,5153.149902,5153.149902,0
2017-09-01,5152.669922,5351.459961,5076.850098,5341.930176,5341.930176,0
2017-10-01,5346.740234,5613.700195,5341.950195,5588.080078,5588.080078,0
2017-11-01,5588.080078,5591.040039,4968.160156,5003.399902,5003.399902,0
2017-12-01,5003.399902,5646.000000,4846.839844,5564.600098,5564.600098,0
2018-01-01,5565.629883,5890.120117,5558.540039,5855.379883,5855.379883,0
2018-02-01,5855.379883,5894.930176,5494.569824,5602.830078,5602.830078,0
2018-03-01,5602.830078,5663.140137,5441.339844,5542.220215,5542.220215,0
2018-04-01,5542.220215,5730.720215,5496.399902,5710.899902,5710.899902,0
2018-05-01,5711.959961,5730.720215,5433.609863,5455.089844,5455.089844,0
2018-06-01,5455.089844,5566.770020,5245.939941,5301.250000,5301.250000,0
2018-07-01,5301.250000,5483.040039,5240.339844,5434.439941,5434.439941,0
2018-08-01,5434.439941,5454.350098,5222.430176,5270.430176,5270.430176,0
2018-09-01,5270.430176,5507.580078,5137.490234,5283.529785,5283.529785,0
2018-10-01,5283.529785,5366.209961,4998.950195,5104.330078,5104.330078,0
2018-11-01,5104.330078,5272.359863,5095.580078,5111.879883,5111.879883,0
2018-12-01,5111.879883,5185.979980,5007.939941,5105.430176,5105.430176,0
2019-01-01,5105.430176,5484.180176,5064.410156,5405.609863,5405.609863,0
2019-02-01,5405.609863,5515.950195,5280.680176,5287.540039,5287.540039,0
2019-03-01,5287.540039,5345.319824,5154.589844,5259.410156,5259.410156,0
2019-04-01,5259.410156,5290.310059,5147.200195,5187.100098,5187.100098,0
2019-05-01,5187.100098,5197.069824,4798.350098,4977.089844,4977.089844,0
2019-06-01,4977.089844,5093.939941,4920.819824,5058.879883,5058.879883,0
